row_number	paiddeposit	scholarship_yes_no	Type_of_scholarship_offered	Female	Race	HS_rank	HS_class_size	HS_Quintile	HS_CODE	HS_NAME	SAT_math	SAT_verbal	ACT	Honors_college_eligible	distancefromPitt	state	Number_of_family_alumni	father_alumni	grand_alumni	mother_alumni	sibling_alumni	step_parent_alumni	other_family_alumni	SAT_composite	ACT_as_SAT	Max_Test_Score	Training	from_PA
1168	0	0		0.00	white	59.0	117	3/5	391574	GREENSBURG_CENTRAL_CATH	550.0	570.0		no	23.6703951710898000	PA	1	1.00	0.00	0.00	0.00	0.00	0.00	1120		1120	0.00	1.00
1171	0	0		1.00	not_indicated	63.0	283	2/5	390065	WISSAHICKON_HIGH_SCHOOL	550.0	600.0		no	247.3633143781140000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1150		1150	0.00	1.00
1175	0	0		0.00	black	89.0	223	2/5	393655	CENTRAL_CATHOLIC_HIGH_S	480.0	490.0		no	2.5406151562594100	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	970		970	0.00	1.00
1179	1	0		0.00	white	210.0	376	3/5	395170	B_REED_HENDERSON_HIGH_S	520.0	580.0		no	233.2487987417140000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1100		1100	0.00	1.00
1182	1	0		0.00	not_indicated	69.0	380	1/5	393752	NORTH_HILLS_HIGH_SCHOOL	640.0	620.0		no	6.7545050389578000	PA	1	1.00	0.00	0.00	0.00	0.00	0.00	1260		1260	0.00	1.00
1185	1	0		0.00	white	145.0	499	2/5	395465	SENECA_VALLEY_SR_HIGH_S	510.0	500.0		no	21.8983072404043000	PA	1	0.00	0.00	0.00	1.00	0.00	0.00	1010		1010	0.00	1.00
1188	0	0		0.00	Asian	55.0	343	1/5	450170	LOGAN_HIGH_SCHOOL	640.0	500.0		no	1668.2536734362200000	UT	0	0.00	0.00	0.00	0.00	0.00	0.00	1140		1140	0.00	0.00
1195	0	1	U1	0.00	white	62.0	223	2/5	393655	CENTRAL_CATHOLIC_HIGH_S	660.0	790.0		yes	6.8125318836128100	PA	1	0.00	1.00	0.00	0.00	0.00	0.00	1450		1450	0.00	1.00
1197	0	0		0.00	white				393745	NORTH_ALLEGHENY_SR_HIGH	650.0	550.0		no	8.6184911845557500	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1200		1200	0.00	1.00
1202	0	0		0.00	white	132.0	250	3/5	395035	WARREN_AREA_HIGH_SCHOOL	610.0	510.0		no	105.7608834765660000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1120		1120	0.00	1.00
1208	0	1	U4	0.00	black	270.0	776	2/5	052862	MOUNT_CARMEL_HIGH_SCHOO	550.0	580.0		no	2108.3979718865500000	CA	0	0.00	0.00	0.00	0.00	0.00	0.00	1130		1130	0.00	0.00
1212	1	0		0.00	white				210250	BETHESDA_CHEVY_CHASE_HI	650.0	700.0		no	182.5497736361460000	MD	0	0.00	0.00	0.00	0.00	0.00	0.00	1350		1350	0.00	0.00
1215	1	0		0.00	Hispanic	16.0	221	1/10	395035	WARREN_AREA_HIGH_SCHOOL	500.0	520.0		no	105.7608834765660000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1020		1020	0.00	1.00
1217	1	0		0.00	white	30.0	219	1/5	395440	WILLIAM_PENN_SR_HIGH_SC	600.0	530.0		no	171.5446302581080000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1130		1130	0.00	1.00
1224	1	0		0.00	white	73.0	315	2/5	393650	CARRICK_HIGH_SCHOOL	530.0	520.0		no	2.9893929113334900	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1050		1050	0.00	1.00
1226	0	0		1.00	white				393745	NORTH_ALLEGHENY_SR_HIGH	580.0	610.0		no	13.0109493257888000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1190		1190	0.00	1.00
1233	0	0		1.00	white	11.0	168	1/10	394505	SHARON_HIGH_SCHOOL	520.0	500.0	25.0	no	61.5050569739570000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1020	1150	1150	0.00	1.00
1236	0	0		1.00	white	53.0	233	2/5	080155	ALEXIS_I_DU_PONT_HIGH_S	640.0	570.0		no	230.3117667756530000	DE	0	0.00	0.00	0.00	0.00	0.00	0.00	1210		1210	0.00	0.00
1239	0	0		0.00	white	119.0	223	3/5	393655	CENTRAL_CATHOLIC_HIGH_S	610.0	550.0		no	7.8751096333039300	PA	4	1.00	1.00	1.00	0.00	0.00	1.00	1160		1160	0.00	1.00
1248	1	0		0.00	white	76.0	249	2/5	391575	GREENSBURG_SALEM_HIGH_S	590.0	570.0		no	20.0122251458708000	PA	2	0.00	0.00	1.00	0.00	0.00	1.00	1160		1160	0.00	1.00
1250	1	0		0.00	white	175.0	593	2/5	390500	BUTLER_AREA_SR_HIGH_SCH	690.0	570.0		no	29.0664287961545000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1260		1260	0.00	1.00
1253	0	0		0.00	white	80.0	158	3/5	311420	SUMMIT_HIGH_SCHOOL	710.0	640.0		no	294.2376045901340000	NJ	0	0.00	0.00	0.00	0.00	0.00	0.00	1350		1350	0.00	0.00
1262	1	0		1.00	white	62.0	152	2/5	310185	CAMDEN_CATHOLIC_HIGH_SC	510.0	510.0		no	272.4572477988880000	NJ	0	0.00	0.00	0.00	0.00	0.00	0.00	1020		1020	0.00	0.00
1269	0	0		1.00	white	14.0	423	1/10	490596	HUNTINGTON_HIGH_SCHOOL	580.0	550.0	24.0	no	190.8797414372740000	WV	0	0.00	0.00	0.00	0.00	0.00	0.00	1130	1110	1130	0.00	0.00
1271	0	0		0.00	white	69.0	268	2/5	395060	TRINITY_HIGH_SCHOOL	650.0	560.0		no	24.6382874659081000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1210		1210	0.00	1.00
1278	0	0		0.00	Asian	35.0	84	2/5	525080	FATHER_DUENAS_MEMORIAL	730.0	560.0		no	4661.1068925147200000	HI	0	0.00	0.00	0.00	0.00	0.00	0.00	1290		1290	0.00	0.00
1288	0	0		1.00	white	34.0	386	1/10	100509	CYPRESS_LAKE_HIGH_SCHOO	500.0	480.0	22.0	no	970.6404600583760000	FL	0	0.00	0.00	0.00	0.00	0.00	0.00	980	1030	1030	0.00	0.00
1297	0	0		0.00	white	41.0	129	2/5	393750	NORTH_CATHOLIC_HIGH_SCH	580.0	550.0		no	8.6184911845557500	PA	1	0.00	1.00	0.00	0.00	0.00	0.00	1130		1130	0.00	1.00
1298	1	0		0.00	white	384.0	906	3/5	392985	COUNCIL_ROCK_HIGH_SCHOO	580.0	500.0		no	264.5120606503370000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1080		1080	0.00	1.00
1300	0	1	U4	1.00	black				070670	ETHEL_WALKER_SCHOOL	550.0	620.0	26.0	no	320.9847622718220000	NY	0	0.00	0.00	0.00	0.00	0.00	0.00	1170	1190	1190	0.00	0.00
1304	1	1	U1	1.00	black	19.0	132	1/5	393775	OAKLAND_CATHOLIC_HIGH_S			27.0	no	3.1324840391709700	PA	4	1.00	1.00	1.00	0.00	0.00	1.00		1220	1220	0.00	1.00
1308	1	0		1.00	white	39.0	137	2/5	391380	CHESTNUT_RIDGE_SR_HIGH	620.0	530.0		no	78.1026011310746000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1150		1150	0.00	1.00
1313	0	1	U6	0.00	white	31.0	167	1/5	331700	EAST_HAMPTON_HIGH_SCHOO	730.0	700.0		yes	421.7031918713590000	NY	0	0.00	0.00	0.00	0.00	0.00	0.00	1430		1430	0.00	0.00
1329	1	1	U2	1.00	white	1.0	172	1/10	390200	BEAVER_AREA_HIGH_SCHOOL	580.0	560.0		yes	26.6542646268457000	PA	1	0.00	0.00	0.00	0.00	0.00	1.00	1140		1140	0.00	1.00
1331	0	0		1.00	white	18.0	134	1/5	391445	BETHLEHEM_CENTER_HIGH_S	580.0	620.0		no	35.1683703464119000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1200		1200	0.00	1.00
1333	1	0		1.00	white	32.0	178	1/5	362030	EAST_LIVERPOOL_HIGH_SCH			23.0	no	35.6682937653553000	OH	0	0.00	0.00	0.00	0.00	0.00	0.00		1070	1070	0.00	0.00
1335	0	1	U2	0.00	white	14.0	315	1/10	391670	PENN_TRAFFORD_HIGH_SCHO	700.0	650.0		yes	11.2493332475590000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1350		1350	0.00	1.00
1336	0	0		0.00	white	67.0	499	1/5	395465	SENECA_VALLEY_SR_HIGH_S	660.0	570.0	27.0	no	21.8983072404043000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1230	1220	1230	0.00	1.00
1340	0	0		0.00	white	36.0	192	1/5	392958	BURRELL_HIGH_SCHOOL	690.0	500.0		no	14.2505244339505000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1190		1190	0.00	1.00
1344	1	1	U2	1.00	white	12.0	169	1/10	391590	GROVE_CITY_AREA_HIGH_SC	650.0	680.0	29.0	yes	50.0573416346822000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1330	1300	1330	0.00	1.00
1345	1	0		1.00	white	96.0	683	1/5	395415	PENNSBURY_HIGH_SCHOOL	490.0	670.0		no	264.5120606503370000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1160		1160	0.00	1.00
1347	0	1	U1	1.00	white	27.0	390	1/10	391895	NORWIN_SENIOR_HIGH_SCHO	670.0	610.0		yes	14.8914249117309000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1280		1280	0.00	1.00
1352	1	0		1.00	Asian	35.0	517	1/10	052009	CANYON_HIGH_SCHOOL	700.0	400.0		no	2086.8540332429000000	CA	1	0.00	0.00	0.00	0.00	0.00	1.00	1100		1100	0.00	0.00
1353	1	0		1.00	white	50.0	213	2/5	392275	SOUTH_PARK_HIGH_SCHOOL	570.0	600.0		no	10.7661394994436000	PA	1	0.00	0.00	1.00	0.00	0.00	0.00	1170		1170	0.00	1.00
1370	0	0		1.00	white	30.0	166	1/5	392415	MARS_AREA_HIGH_SCHOOL	530.0	460.0		no	18.2695991245968000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	990		990	0.00	1.00
1371	0	0		0.00	white				080195	SALESIANUM_SCHOOL	660.0	600.0		no	252.9668043965110000	NJ	0	0.00	0.00	0.00	0.00	0.00	0.00	1260		1260	0.00	0.00
1375	1	0		0.00	black	29.0	129	2/5	361541	FORT_HAYES_METRO_EDUC_C			22.0	no	160.5550135726500000	OH	0	0.00	0.00	0.00	0.00	0.00	0.00		1030	1030	0.00	0.00
1383	1	1	U4	0.00	white	12.0	87	1/5	361485	CRESTVIEW_HIGH_SCHOOL			29.0	no	41.4632028600405000	OH	0	0.00	0.00	0.00	0.00	0.00	0.00		1300	1300	0.00	0.00
1386	1	1	U2	0.00	white	21.0	283	1/10	390530	CANON_MCMILLAN_HIGH_SCH	660.0	620.0	24.0	yes	15.9022359836104000	PA	1	0.00	0.00	0.00	0.00	0.00	1.00	1280	1110	1280	0.00	1.00
1398	1	0		1.00	white	29.0	163	1/5	393045	NORTH_EAST_HIGH_SCHOOL	510.0	560.0	23.0	no	121.7015136879460000	PA	2	0.00	1.00	0.00	0.00	0.00	1.00	1070	1070	1070	0.00	1.00
1407	1	0		0.00	not_indicated	53.0	148	2/5	390220	BEDFORD_HIGH_SCHOOL	520.0	560.0		no	81.6883521414128000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1080		1080	0.00	1.00
1408	1	0		1.00	white	21.0	175	1/5	395435	WEST_YORK_AREA_HIGH_SCH	510.0	480.0		no	171.5446302581080000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	990		990	0.00	1.00
1412	1	0		0.00	white				393745	NORTH_ALLEGHENY_SR_HIGH	510.0	490.0	20.0	no	13.0109493257888000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1000	950	1000	0.00	1.00
1436	1	1	U2	1.00	white	10.0	224	1/10	070660	SEYMOUR_HIGH_SCHOOL	660.0	550.0		yes	365.0075255370430000	CT	0	0.00	0.00	0.00	0.00	0.00	0.00	1210		1210	0.00	0.00
4	0	1	4C	0.00	black				210802	OXON_HILL_HIGH_SCHOOL	490.0	410.0	17.0	no	196.5926306134990000	MD	0	0.00	0.00	0.00	0.00	0.00	0.00	900	830	900	1.00	0.00
6	0	0		0.00	Asian	21.0	193	1/10	311645	WOODSTOWN_HIGH_SCHOOL	520.0	530.0		no	291.6501600002840000	NJ	0	0.00	0.00	0.00	0.00	0.00	0.00	1050		1050	1.00	0.00
8	0	1	U2	1.00	white	68.0	425	1/5	310753	BRIDGEWATER_RARITAN_REG	640.0	620.0		yes	280.2953494282400000	NJ	0	0.00	0.00	0.00	0.00	0.00	0.00	1260		1260	1.00	0.00
11	0	0		1.00	white	6.0	69	1/10	394367	SALTSBURG_MIDDLE_HIGH_S	500.0	550.0		no	27.0355800399242000	PA	1	0.00	0.00	0.00	0.00	0.00	1.00	1050		1050	1.00	1.00
13	0	0		1.00	white	42.0	420	1/10	393630	BALDWIN_HIGH_SCHOOL	550.0	530.0		no	4.8050255581138300	PA	1	0.00	0.00	0.00	0.00	0.00	1.00	1080		1080	1.00	1.00
14	1	1	U2	0.00	white	12.0	283	1/10	390530	CANON_MCMILLAN_HIGH_SCH	660.0	680.0		yes	15.9022359836104000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1340		1340	1.00	1.00
15	0	0		1.00	white	165.0	314	3/5	231708	FOREST_HILLS_CENTRAL_HI	550.0	640.0	27.0	no	334.0747890318350000	MI	1	1.00	0.00	0.00	0.00	0.00	0.00	1190	1220	1220	1.00	0.00
16	0	0		0.00	white	128.0	386	2/5	PAHIGH	IN_STATE_HIGH_SCHOOL	620.0	670.0		no	235.1172132084430000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1290		1290	1.00	1.00
17	1	0		0.00	black	36.0	85	3/5	361195	BENEDICTINE_HIGH_SCHOOL	530.0	560.0	23.0	no	110.8968262058810000	OH	0	0.00	0.00	0.00	0.00	0.00	0.00	1090	1070	1090	1.00	0.00
18	1	0		0.00	white	61.0	302	1/5	392485	MCKEESPORT_AREA_SR_HIGH	550.0	590.0		no	10.3835660356258000	PA	1	1.00	0.00	0.00	0.00	0.00	0.00	1140		1140	1.00	1.00
20	0	0		1.00	white	115.0	495	2/5	390488	CENTRAL_BUCKS_HIGH_SCHO	660.0	530.0		no	254.3906678425520000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1190		1190	1.00	1.00
29	1	1	U2	1.00	white	28.0	516	1/10	393125	PARKLAND_HIGH_SCHOOL	620.0	600.0		yes	233.2633274449490000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1220		1220	1.00	1.00
31	1	0		0.00	white	74.0	147	3/5	394290	HARRITON_HIGH_SCH_LOWER	590.0	510.0		no	249.6524830356850000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1100		1100	1.00	1.00
32	1	0		1.00	white	69.0	429	1/5	394657	CARDINAL_O'HARA_HIGH_SC	520.0	540.0		no	233.2487987417140000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1060		1060	1.00	1.00
34	0	1	U6	0.00	white				053488	MONTCLAIR_COLLEGE_PREP	630.0	620.0		yes	2149.2693570323300000	CA	0	0.00	0.00	0.00	0.00	0.00	0.00	1250		1250	1.00	0.00
37	0	0		1.00	white	183.0	634	2/5	391033	DOWNINGTOWN_SENIOR_HIGH	600.0	590.0	28.0	no	225.6331378143130000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1190	1260	1260	1.00	1.00
40	0	1	U1	1.00	Asian	84.0	906	1/10	392985	COUNCIL_ROCK_HIGH_SCHOO	650.0	640.0		yes	264.5120606503370000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1290		1290	1.00	1.00
41	0	0		0.00	Asian				395015	STRATH_HAVEN_HIGH_SCHOO	580.0	520.0		no	243.0447438846680000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1100		1100	1.00	1.00
42	0	1	U2	0.00	white	7.0	119	1/10	392915	SHENANGO_HIGH_SCHOOL	660.0	640.0	28.0	yes	42.7077985555192000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1300	1260	1300	1.00	1.00
48	1	0		1.00	white	41.0	89	3/5	390595	SOUTHERN_COLUMBIA_AR_JR	460.0	600.0		no	180.6325584947410000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1060		1060	1.00	1.00
50	0	0		1.00	white	192.0	617	2/5	152347	PENN_HIGH_SCHOOL	540.0	510.0		no	334.7074839855950000	IN	1	1.00	0.00	0.00	0.00	0.00	0.00	1050		1050	1.00	0.00
53	0	1	U4	1.00	white	35.0	245	1/5	100177	CENTRAL_HIGH_SCHOOL	520.0	630.0	28.0	no	840.6449739833910000	FL	1	0.00	1.00	0.00	0.00	0.00	0.00	1150	1260	1260	1.00	0.00
54	0	0		1.00	white	85.0	350	2/5	392708	GATEWAY_SENIOR_HIGH_SCH	640.0	580.0		no	10.1671664979385000	PA	1	0.00	0.00	0.00	0.00	0.00	1.00	1220		1220	1.00	1.00
59	0	0		1.00	white	26.0	206	1/5	390190	BANGOR_AREA_SENIOR_HIGH	460.0	510.0		no	251.3270375728880000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	970		970	1.00	1.00
60	1	0		0.00	white	43.0	119	2/5	391580	GREENVILLE_SENIOR_HIGH	560.0	580.0	24.0	no	69.7527952334354000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1140	1110	1140	1.00	1.00
64	1	0		0.00	white	4.0	187	1/10	392095	LAMPETER_STRASBURG_HIGH	600.0	590.0		no	195.8395260444030000	PA	1	0.00	0.00	0.00	1.00	0.00	0.00	1190		1190	1.00	1.00
66	1	0		0.00	white	26.0	111	2/5	395355	WINDBER_AREA_HIGH_SCHOO	490.0	510.0		no	61.1087909869100000	PA	2	1.00	0.00	1.00	0.00	0.00	0.00	1000		1000	1.00	1.00
70	1	0		0.00	white	19.0	51	2/5	391148	NOTRE_DAME_HIGH_SCHOOL	670.0	650.0		no	249.5444291247350000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1320		1320	1.00	1.00
75	1	1	U1	0.00	white	60.0	311	1/5	393707	UPPER_SAINT_CLAIR_HIGH	730.0	640.0		yes	10.1367287607102000	PA	1	0.00	0.00	0.00	1.00	0.00	0.00	1370		1370	1.00	1.00
79	0	0		1.00	white	111.0	252	3/5	390675	ABINGTON_HEIGHTS_HIGH_S	560.0	500.0		no	233.3406290350950000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1060		1060	1.00	1.00
84	0	0		0.00	white	26.0	276	1/10	394442	SCRANTON_HIGH_SCHOOL	530.0	620.0		no	233.5258600514420000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1150		1150	1.00	1.00
85	0	0		0.00	white	78.0	223	2/5	393655	CENTRAL_CATHOLIC_HIGH_S	670.0	480.0		no	8.7562753615676400	PA	1	1.00	0.00	0.00	0.00	0.00	0.00	1150		1150	1.00	1.00
87	1	0		1.00	white	11.0	136	1/10	395395	WYALUSING_VALLEY_JR_SR	420.0	520.0	23.0	no	216.0371770189020000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	940	1070	1070	1.00	1.00
89	0	0		0.00	white	178.0	576	2/5	391290	MCDOWELL_HIGH_SCHOOL	560.0	530.0		no	113.2046050404690000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1090		1090	1.00	1.00
90	0	0		0.00	white				390295	CONESTOGA_HIGH_SCHOOL	620.0	530.0		no	237.7005300949610000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1150		1150	1.00	1.00
94	0	0		0.00	white	18.0	200	1/10	391512	PINE_RICHLAND_HIGH_SCHO	500.0	650.0		no	12.5667002958527000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1150		1150	1.00	1.00
95	0	0		1.00	white	60.0	155	2/5	231795	GROSSE_ILE_HIGH_SCHOOL	540.0	570.0	26.0	no	203.2777494912400000	MI	4	1.00	1.00	1.00	0.00	0.00	1.00	1110	1190	1190	1.00	0.00
97	1	0		0.00	white	124.0	349	2/5	392708	GATEWAY_SENIOR_HIGH_SCH	540.0	510.0		no	10.1671664979385000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1050		1050	1.00	1.00
98	1	0		0.00	white	84.0	360	2/5	390455	PLEASANT_VALLEY_HIGH_SC	580.0	530.0		no	242.4252016220890000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1110		1110	1.00	1.00
99	1	1	U2	1.00	white				311277	W_WINDSOR_PLAINSBORO_HS	630.0	600.0		yes	281.5435069781680000	NJ	0	0.00	0.00	0.00	0.00	0.00	0.00	1230		1230	1.00	0.00
100	1	0		1.00	white	142.0	304	3/5	391670	PENN_TRAFFORD_HIGH_SCHO	600.0	540.0		no	11.2493332475590000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1140		1140	1.00	1.00
102	1	0		0.00	black	82.0	453	1/5	393763	PENN_HILLS_SENIOR_HIGH	490.0	540.0		no	6.8125318836128100	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1030		1030	1.00	1.00
103	0	1	U1	1.00	white	72.0	906	1/10	392985	COUNCIL_ROCK_HIGH_SCHOO	710.0	640.0		yes	267.4487888568260000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1350		1350	1.00	1.00
104	0	0		1.00	not_indicated				394310	SHANNOCK_VALLEY_SR_HIGH	580.0	580.0		no	41.8652028793407000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1160		1160	1.00	1.00
112	0	0		1.00	white	63.0	380	1/5	393752	NORTH_HILLS_HIGH_SCHOOL	470.0	460.0	18.0	no	4.0701647011124500	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	930	870	930	1.00	1.00
115	1	0		1.00	white				395000	ACADEMY_OF_NOTRE_DAME_D	460.0	570.0		no	247.3883855196830000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1030		1030	1.00	1.00
116	0	0		1.00	black	58.0	156	2/5	393343	WILLIAM_W_BODINE_HS_INT	500.0	570.0		no	254.0206332835190000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1070		1070	1.00	1.00
119	1	0		1.00	white	43.0	205	1/5	390190	BANGOR_AREA_SENIOR_HIGH	520.0	540.0		no	251.3270375728880000	PA	1	0.00	0.00	0.00	0.00	0.00	1.00	1060		1060	1.00	1.00
123	0	0		1.00	white	137.0	576	2/5	391290	MCDOWELL_HIGH_SCHOOL	450.0	500.0		no	114.9026594124420000	PA	2	1.00	0.00	0.00	0.00	0.00	1.00	950		950	1.00	1.00
130	0	0		1.00	white	200.0	514	2/5	391250	EMMAUS_HIGH_SCHOOL	560.0	530.0		no	236.2908788587050000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1090		1090	1.00	1.00
134	0	0		0.00	white	78.0	206	2/5	390830	SOUTHERN_LEHIGH_HIGH_SC	630.0	670.0		no	240.2451040393700000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1300		1300	1.00	1.00
137	0	0		1.00	white	50.0	540	1/10	393125	PARKLAND_HIGH_SCHOOL	540.0	560.0		no	234.7754968448560000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1100		1100	1.00	1.00
143	0	0		0.00	white	160.0	312	3/5	390855	CEDAR_CREST_HIGH_SCHOOL	490.0	510.0		no	186.0354421911630000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1000		1000	1.00	1.00
144	0	0		1.00	white	40.0	83	3/5	310065	HOLY_FAMILY_ACADEMY	560.0	540.0		no	307.0010070466320000	NJ	0	0.00	0.00	0.00	0.00	0.00	0.00	1100		1100	1.00	0.00
147	1	0		1.00	white	89.0	516	1/5	393125	PARKLAND_HIGH_SCHOOL	580.0	560.0		no	233.2633274449490000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1140		1140	1.00	1.00
148	0	0		1.00	Hispanic	41.0	345	1/5	390322	FREEDOM_HIGH_SCHOOL	560.0	580.0		no	240.1140982073580000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1140		1140	1.00	1.00
149	0	1	U4	0.00	white	34.0	247	1/5	310402	RAMAPO_HIGH_SCHOOL	560.0	620.0		no	305.8078698347730000	NJ	0	0.00	0.00	0.00	0.00	0.00	0.00	1180		1180	1.00	0.00
152	0	0		1.00	white	79.0	206	2/5	390830	SOUTHERN_LEHIGH_HIGH_SC	570.0	600.0		no	240.7166523353580000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1170		1170	1.00	1.00
167	0	1	C4	0.00	white				393745	NORTH_ALLEGHENY_SR_HIGH	700.0	770.0		yes	8.6184911845557500	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1470		1470	1.00	1.00
168	1	0		0.00	white	90.0	281	2/5	391053	DUBOIS_AREA_SENIOR_HIGH	610.0	560.0		no	78.6681852961055000	PA	1	0.00	0.00	0.00	0.00	0.00	1.00	1170		1170	1.00	1.00
169	0	0		0.00	white	101.0	383	2/5	391645	CENTRAL_DAUPHIN_HIGH_SC	640.0	540.0		no	166.8008341609950000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1180		1180	1.00	1.00
170	0	0		0.00	white				110797	WOODWARD_ACADEMY	590.0	600.0		no	517.3355326238930000	GA	0	0.00	0.00	0.00	0.00	0.00	0.00	1190		1190	1.00	0.00
176	1	0		1.00	white	112.0	528	2/5	390325	LIBERTY_HIGH_SCHOOL	490.0	550.0		no	240.1140982073580000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1040		1040	1.00	1.00
177	0	1	U2	0.00	white	29.0	825	1/10	392155	NORTH_PENN_HIGH_SCHOOL	640.0	610.0		yes	248.1952846829600000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1250		1250	1.00	1.00
181	0	0		1.00	white	9.0	127	1/10	391080	DUNMORE_JR_SR_HIGH_SCHO	560.0	550.0		no	236.2950124894840000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1110		1110	1.00	1.00
189	0	1	C2	1.00	white	10.0	159	1/10	393100	OLEY_VALLEY_HIGH_SCHOOL	720.0	650.0		yes	215.4355511310870000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1370		1370	1.00	1.00
190	0	0		1.00	white	15.0	247	1/10	393680	KEYSTONE_OAKS_HIGH_SCHO	520.0	510.0		no	5.4107491933566400	PA	1	0.00	0.00	1.00	0.00	0.00	0.00	1030		1030	1.00	1.00
197	1	0		0.00	white	203.0	683	2/5	395415	PENNSBURY_HIGH_SCHOOL	530.0	540.0		no	271.0743839753350000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1070		1070	1.00	1.00
202	1	0		1.00	white	62.0	304	1/5	391670	PENN_TRAFFORD_HIGH_SCHO	630.0	430.0		no	15.2838464896198000	PA	2	0.00	1.00	0.00	0.00	0.00	1.00	1060		1060	1.00	1.00
205	0	0		0.00	white	108.0	420	2/5	393630	BALDWIN_HIGH_SCHOOL	540.0	510.0		no	6.9137346122598500	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1050		1050	1.00	1.00
207	1	0		0.00	white	172.0	358	3/5	393772	PLUM_SENIOR_HIGH_SCHOOL	660.0	570.0		no	11.8104317637169000	PA	2	1.00	0.00	0.00	1.00	0.00	0.00	1230		1230	1.00	1.00
214	1	0		1.00	white	30.0	593	1/10	390500	BUTLER_AREA_SR_HIGH_SCH	560.0	600.0		no	29.0664287961545000	PA	2	1.00	0.00	0.00	1.00	0.00	0.00	1160		1160	1.00	1.00
