row_number	paiddeposit	scholarship_yes_no	Type_of_scholarship_offered	Female	Race	HS_rank	HS_class_size	HS_Quintile	HS_CODE	HS_NAME	SAT_math	SAT_verbal	ACT	Honors_college_eligible	distancefromPitt	state	Number_of_family_alumni	father_alumni	grand_alumni	mother_alumni	sibling_alumni	step_parent_alumni	other_family_alumni	SAT_composite	ACT_as_SAT	Max_Test_Score	Training	from_PA
7	1	0		0.00	white	190.0	281	4/5	392835	FRANKLIN_REGIONAL_SR_HI	620.0	560.0		no	14.2289464505682000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1180		1180	0.00	1.00
12	0	0		0.00	white	111.0	223	3/5	393655	CENTRAL_CATHOLIC_HIGH_S	550.0	600.0		no	7.1621335385584500	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1150		1150	0.00	1.00
19	1	0		0.00	white	109.0	371	2/5	051830	WESTCHESTER_HIGH_SCHOOL	640.0	550.0		no	232.3633823128400000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1190		1190	0.00	1.00
23	1	0		0.00	Asian	88.0	266	2/5	390527	CEDAR_CLIFF_HIGH_SCHOOL	620.0	520.0		no	163.4622960923340000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1140		1140	0.00	1.00
25	0	0		0.00	white				390870	HOLY_GHOST_PREPARATORY	550.0	650.0		no	261.5341512732140000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1200		1200	0.00	1.00
28	0	0		1.00	white	59.0	382	1/5	392655	PENN_MANOR_HIGH_SCHOOL	480.0	460.0	20.0	no	192.4933588766760000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	940	950	950	0.00	1.00
30	1	0		1.00	white	88.0	255	2/5	392705	RINGGOLD_HIGH_SCHOOL	490.0	530.0		no	17.3658768214303000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1020		1020	0.00	1.00
33	1	0		0.00	white				393321	GERMANTOWN_ACADEMY	530.0	570.0		no	241.9643927459280000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1100		1100	0.00	1.00
38	1	0		0.00	white	23.0	221	1/10	395035	WARREN_AREA_HIGH_SCHOOL	670.0	610.0		yes	105.7608834765660000	PA	1	0.00	0.00	0.00	1.00	0.00	0.00	1280		1280	0.00	1.00
39	1	1	U1	1.00	white				394133	RADNOR_HIGH_SCHOOL	690.0	540.0		no	245.9193909284000000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1230		1230	0.00	1.00
44	1	0		0.00	Asian	100.0	224	3/5	393658	CHARTIERS_VALLEY_HIGH_S	580.0	560.0		no	5.4107491933566400	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1140		1140	0.00	1.00
55	0	1	C6	1.00	not_indicated	13.0	390	1/10	365647	THOMAS_WORTHINGTON_HIGH	680.0	720.0	30.0	yes	162.9428150898540000	OH	0	0.00	0.00	0.00	0.00	0.00	0.00	1400	1340	1400	0.00	0.00
56	0	0		0.00	white				393620	FOX_CHAPEL_AREA_HIGH_SC	570.0	490.0		no	4.3027580355889400	PA	2	0.00	0.00	1.00	0.00	0.00	1.00	1060		1060	0.00	1.00
57	0	1	U4	1.00	white	20.0	211	1/10	491345	WEIR_HIGH_SCHOOL	490.0	550.0	25.0	no	32.3898011490725000	WV	2	0.00	0.00	0.00	0.00	1.00	1.00	1040	1150	1150	0.00	0.00
62	0	1	C2	0.00	white	5.0	156	1/10	394580	FOREST_HILLS_SR_HIGH_SC	790.0	600.0		yes	63.2276656876079000	PA	2	1.00	0.00	0.00	0.00	0.00	1.00	1390		1390	0.00	1.00
65	0	0		0.00	white	84.0	345	2/5	394555	GOVERNOR_MIFFLIN_SR_HIG	530.0	570.0		no	211.0808049059080000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1100		1100	0.00	1.00
67	0	1	C4	1.00	white	17.0	458	1/10	392140	HEMPFIELD_HIGH_SCHOOL	680.0	760.0		yes	193.5231707126210000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1440		1440	0.00	1.00
68	1	0		1.00	white	124.0	304	2/5	391670	PENN_TRAFFORD_HIGH_SCHO	570.0	510.0		no	14.8914249117309000	PA	1	0.00	0.00	0.00	1.00	0.00	0.00	1080		1080	0.00	1.00
69	1	0		1.00	white	37.0	99	2/5	395308	LOYALSOCK_TOWNSHIP_SR_H	500.0	560.0	21.0	no	163.2580342847810000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1060	990	1060	0.00	1.00
71	0	1	U1	1.00	white	91.0	906	1/10	392985	COUNCIL_ROCK_HIGH_SCHOO	690.0	670.0		yes	261.5341512732140000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1360		1360	0.00	1.00
74	0	1	IL	1.00	white	111.0	449	2/5	143215	GLENBROOK_NORTH_HIGH_SC			28.0	no	426.2073785994200000	IL	0	0.00	0.00	0.00	0.00	0.00	0.00		1260	1260	0.00	0.00
76	1	0		0.00	white	34.0	245	1/5	390042	HOPEWELL_SENIOR_HIGH_SC	660.0	610.0	28.0	yes	20.4799746130702000	PA	3	0.00	1.00	1.00	0.00	0.00	1.00	1270	1260	1270	0.00	1.00
78	1	0		1.00	white	28.0	178	1/5	362030	EAST_LIVERPOOL_HIGH_SCH	440.0	520.0	23.0	no	30.8697973247040000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	960	1070	1070	0.00	1.00
81	0	0		0.00	black	21.0	125	1/5	391280	EAST_HIGH_SCHOOL	480.0	440.0		no	116.2322611622330000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	920		920	0.00	1.00
83	0	1	HT	0.00	white	34.0	540	1/10	393125	PARKLAND_HIGH_SCHOOL	780.0	750.0		yes	228.1349440250830000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1530		1530	0.00	1.00
86	0	1	C4	0.00	white	33.0	567	1/10	391290	MCDOWELL_HIGH_SCHOOL	680.0	750.0		yes	111.4579565233630000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1430		1430	0.00	1.00
91	1	0		0.00	white	37.0	196	1/5	395198	WEST_MIFFLIN_AREA_HIGH	600.0	550.0		no	6.2079186718924100	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1150		1150	0.00	1.00
92	0	1	U2	0.00	white	6.0	160	1/10	391455	FREEDOM_AREA_HIGH_SCHOO	700.0	630.0		yes	21.4708644749524000	PA	1	0.00	0.00	0.00	0.00	0.00	1.00	1330		1330	0.00	1.00
93	1	0		0.00	white	43.0	142	2/5	391237	RIVERSIDE_HIGH_SCHOOL	520.0	530.0	20.0	no	30.1233913343383000	PA	1	0.00	0.00	0.00	0.00	0.00	1.00	1050	950	1050	0.00	1.00
101	0	0		0.00	white	184.0	387	3/5	394635	SOUDERTON_AREA_HIGH_SCH	590.0	570.0		no	238.1203043241190000	PA	1	0.00	0.00	0.00	0.00	0.00	1.00	1160		1160	0.00	1.00
106	1	0		1.00	white	411.0	906	3/5	392985	COUNCIL_ROCK_HIGH_SCHOO	550.0	500.0		no	261.5341512732140000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1050		1050	0.00	1.00
109	0	1	U2	0.00	white	11.0	258	1/10	364810	STEUBENVILLE_HIGH_SCHOO	570.0	560.0	25.0	no	37.5651476006504000	OH	0	0.00	0.00	0.00	0.00	0.00	0.00	1130	1150	1150	0.00	0.00
110	0	0		0.00	white	6.0	77	1/10	392495	SERRA_DISTRICT_CATHOLIC	560.0	430.0		no	8.8157268641281500	PA	1	0.00	0.00	0.00	0.00	0.00	1.00	990		990	0.00	1.00
111	0	0		0.00	Asian	115.0	310	2/5	392865	MANHEIM_TOWNSHIP_HIGH_S	680.0	630.0		no	193.5231707126210000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1310		1310	0.00	1.00
117	1	0		0.00	white	327.0	516	4/5	393125	PARKLAND_HIGH_SCHOOL	700.0	580.0		no	233.2633274449490000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1280		1280	0.00	1.00
118	0	0		0.00	white				393370	LA_SALLE_COLLEGE_HIGH_S	560.0	500.0		no	251.1207056171550000	PA	1	0.00	0.00	0.00	0.00	0.00	1.00	1060		1060	0.00	1.00
124	0	0		1.00	white	23.0	338	1/10	391361	CONWELL_EGAN_CATHOLIC_H	490.0	510.0		no	271.3067237919590000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1000		1000	0.00	1.00
126	0	0		1.00	white	35.0	345	1/10	390322	FREEDOM_HIGH_SCHOOL	520.0	560.0		no	240.1140982073580000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1080		1080	0.00	1.00
132	1	0		1.00	white	62.0	131	3/5	395275	BISHOP_HOBAN_HIGH_SCHOO	480.0	540.0		no	235.0382273381020000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1020		1020	0.00	1.00
135	0	0		1.00	white	35.0	345	1/10	390322	FREEDOM_HIGH_SCHOOL	600.0	550.0		no	248.4868529401420000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1150		1150	0.00	1.00
136	1	0		0.00	white	226.0	514	3/5	391250	EMMAUS_HIGH_SCHOOL	610.0	550.0		no	234.3389194851920000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1160		1160	0.00	1.00
138	0	0		1.00	white	66.0	540	1/5	393125	PARKLAND_HIGH_SCHOOL	520.0	540.0		no	233.2633274449490000	PA	1	0.00	0.00	0.00	0.00	0.00	1.00	1060		1060	0.00	1.00
140	1	0		1.00	white	109.0	248	3/5	390675	ABINGTON_HEIGHTS_HIGH_S	450.0	550.0	23.0	no	233.3406290350950000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1000	1070	1070	0.00	1.00
142	1	0		0.00	white	130.0	429	2/5	391130	EASTON_AREA_HIGH_SCHOOL	500.0	530.0		no	248.4868529401420000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1030		1030	0.00	1.00
145	0	0		0.00	white	30.0	215	1/5	390655	THOMAS_JEFFERSON_HIGH_S	620.0	570.0	27.0	no	10.2850171665610000	PA	2	1.00	0.00	0.00	0.00	0.00	1.00	1190	1220	1220	0.00	1.00
146	0	0		1.00	white	22.0	215	1/10	390655	THOMAS_JEFFERSON_HIGH_S	470.0	550.0	23.0	no	6.9137346122598500	PA	2	0.00	1.00	1.00	0.00	0.00	0.00	1020	1070	1070	0.00	1.00
151	1	0		1.00	white	54.0	187	2/5	390950	DANVILLE_AREA_SR_HIGH_S	550.0	520.0		no	178.5590935818890000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1070		1070	0.00	1.00
153	0	0		0.00	white				394440	SCRANTON_PREPARATORY_SC	600.0	560.0		no	233.3406290350950000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1160		1160	0.00	1.00
154	1	0		1.00	white	27.0	469	1/10	390603	CHAMBERSBURG_AREA_SR_HI	590.0	550.0		no	119.8505301339040000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1140		1140	0.00	1.00
155	0	0		1.00	Asian				390335	MORAVIAN_ACADEMY	670.0	550.0		no	236.2908788587050000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1220		1220	0.00	1.00
157	0	0		1.00	white	9.0	150	1/10	311124	MANCHESTER_REGIONAL_HIG	610.0	510.0		no	304.6316068724590000	NJ	0	0.00	0.00	0.00	0.00	0.00	0.00	1120		1120	0.00	0.00
158	0	1	U2	1.00	white	8.0	208	1/10	395198	WEST_MIFFLIN_AREA_HIGH	620.0	650.0		yes	6.2079186718924100	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1270		1270	0.00	1.00
159	0	0		1.00	white	18.0	450	1/10	390810	CONNELLSVILLE_AREA_SR_H	460.0	570.0	22.0	no	29.8131695472437000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1030	1030	1030	0.00	1.00
161	0	1	IC	0.00	American_Indian	17.0	437	1/10	143270	O'FALLON_TOWNSHIP_HIGH			29.0	yes	546.1168612841880000	IL	0	0.00	0.00	0.00	0.00	0.00	0.00		1300	1300	0.00	0.00
163	0	0		1.00	white	166.0	906	1/5	392985	COUNCIL_ROCK_HIGH_SCHOO	590.0	560.0		no	256.9885026551210000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1150		1150	0.00	1.00
165	0	0		0.00	white	71.0	713	1/10	392145	NESHAMINY_HIGH_SCHOOL	560.0	590.0		no	266.4225893620540000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1150		1150	0.00	1.00
172	0	0		1.00	white	30.0	320	1/10	391265	EPHRATA_SENIOR_HIGH_SCH	580.0	610.0		no	199.8258031516170000	PA	3	1.00	1.00	1.00	0.00	0.00	0.00	1190		1190	0.00	1.00
173	1	0		0.00	white	22.0	119	1/5	391580	GREENVILLE_SENIOR_HIGH	700.0	530.0	25.0	no	69.7527952334354000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1230	1150	1230	0.00	1.00
174	0	0		0.00	white	68.0	214	2/5	393145	PALMYRA_AREA_HIGH_SCHOO	620.0	510.0		no	177.6351728346600000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1130		1130	0.00	1.00
175	0	0		0.00	black	44.0	92	3/5	393356	J_R_MASTERMAN_LAB_&_DEM	550.0	460.0		no	253.2430844896200000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1010		1010	0.00	1.00
178	0	0		0.00	white	80.0	297	2/5	311613	WEST_ORANGE_HIGH_SCHOOL	670.0	520.0		no	300.0537003131120000	NJ	0	0.00	0.00	0.00	0.00	0.00	0.00	1190		1190	0.00	0.00
182	0	0		0.00	white	9.0	181	1/10	393440	ROMAN_CATHOLIC_HIGH_SCH	570.0	600.0		no	251.3370017111050000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1170		1170	0.00	1.00
186	0	0		1.00	white	110.0	517	2/5	391576	HEMPFIELD_AREA_SR_HIGH	580.0	620.0		no	23.6703951710898000	PA	2	1.00	0.00	0.00	1.00	0.00	0.00	1200		1200	0.00	1.00
187	0	0		1.00	not_indicated				391470	MINING_AND_MECHANICAL_I	570.0	650.0		no	207.1029373015070000	PA	1	0.00	0.00	0.00	0.00	0.00	1.00	1220		1220	0.00	1.00
188	0	1	U1	0.00	white	24.0	159	1/5	393100	OLEY_VALLEY_HIGH_SCHOOL	630.0	680.0	30.0	yes	217.9150736246460000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1310	1340	1340	0.00	1.00
193	0	0		0.00	white	261.0	716	2/5	395415	PENNSBURY_HIGH_SCHOOL	650.0	480.0		no	271.0743839753350000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1130		1130	0.00	1.00
195	1	0		1.00	black	25.0	77	2/5	394690	STEELTON_HIGHSPIRE_JR_S	500.0	510.0		no	163.6392039286750000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1010		1010	0.00	1.00
199	0	0		1.00	white	73.0	328	2/5	395190	WILSON_HIGH_SCHOOL	540.0	460.0		no	209.7053275285750000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1000		1000	0.00	1.00
200	0	1	C6	1.00	white	22.0	170	1/5	242217	HILL_MURRAY_SCHOOL			30.0	yes	737.1251034851090000	MN	0	0.00	0.00	0.00	0.00	0.00	0.00		1340	1340	0.00	0.00
204	0	0		0.00	white	224.0	422	3/5	310750	COLUMBIA_HIGH_SCHOOL	670.0	450.0		no	299.4324097736710000	NJ	0	0.00	0.00	0.00	0.00	0.00	0.00	1120		1120	0.00	0.00
208	1	0		1.00	white	30.0	218	1/5	390070	AMBRIDGE_AREA_HIGH_SCHO	580.0	510.0	21.0	no	18.7589162004430000	PA	1	0.00	0.00	0.00	1.00	0.00	0.00	1090	990	1090	0.00	1.00
209	0	0		1.00	white	41.0	321	1/5	393000	MARPLE_NEWTOWN_HIGH_SCH	670.0	570.0		no	244.8211430506400000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1240		1240	0.00	1.00
213	0	0		0.00	white	48.0	420	1/5	393630	BALDWIN_HIGH_SCHOOL	560.0	560.0	22.0	no	6.9137346122598500	PA	1	1.00	0.00	0.00	0.00	0.00	0.00	1120	1030	1120	0.00	1.00
216	0	0		0.00	white				310283	EAST_BRUNSWICK_HIGH_SCH	650.0	480.0	23.0	no	292.0481601549650000	NJ	0	0.00	0.00	0.00	0.00	0.00	0.00	1130	1070	1130	0.00	0.00
218	1	0		0.00	white	85.0	210	2/5	394055	PORTAGE_AREA_HIGH_SCHOO	640.0	510.0	24.0	no	67.6773586302138000	PA	1	0.00	0.00	0.00	0.00	0.00	1.00	1150	1110	1150	0.00	1.00
219	0	0		0.00	white				393745	NORTH_ALLEGHENY_SR_HIGH	620.0	520.0		no	13.0109493257888000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1140		1140	0.00	1.00
221	0	0		1.00	white	85.0	247	2/5	311492	NOTRE_DAME_HIGH_SCHOOL	540.0	570.0		no	271.0743839753350000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1110		1110	0.00	1.00
230	0	0		1.00	Asian				210564	QUINCE_ORCHARD_HIGH_SCH	590.0	590.0		no	171.2070719188400000	MD	0	0.00	0.00	0.00	0.00	0.00	0.00	1180		1180	0.00	0.00
232	0	0		1.00	white	259.0	458	3/5	140447	BUFFALO_GROVE_HIGH_SCHO			23.0	no	432.6347509971040000	IL	0	0.00	0.00	0.00	0.00	0.00	0.00		1070	1070	0.00	0.00
235	1	0		0.00	white	64.0	211	2/5	395270	JAMES_M_COUGHLIN_HIGH_S	710.0	490.0		no	223.4935030815490000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1200		1200	0.00	1.00
239	0	0		1.00	white	75.0	346	2/5	394040	PLYMOUTH_WHITEMARSH_HIG	650.0	420.0		no	246.8675316901060000	PA	1	1.00	0.00	0.00	0.00	0.00	0.00	1070		1070	0.00	1.00
240	0	0		1.00	not_indicated				310915	NEWARK_ACADEMY	610.0	580.0		no	296.3822088388020000	NJ	0	0.00	0.00	0.00	0.00	0.00	0.00	1190		1190	0.00	0.00
242	0	0		0.00	white	47.0	251	1/5	210720	SOUTHERN_SENIOR_HIGH_SC	700.0	750.0		no	214.4493858707640000	MD	0	0.00	0.00	0.00	0.00	0.00	0.00	1450		1450	0.00	0.00
243	0	0		0.00	white				310283	EAST_BRUNSWICK_HIGH_SCH	630.0	550.0		no	292.0481601549650000	NJ	0	0.00	0.00	0.00	0.00	0.00	0.00	1180		1180	0.00	0.00
246	0	1	U1	1.00	white				393321	GERMANTOWN_ACADEMY	660.0	590.0		no	254.3130911760230000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1250		1250	0.00	1.00
249	0	0		0.00	white				390295	CONESTOGA_HIGH_SCHOOL	650.0	520.0		no	239.5619277333520000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1170		1170	0.00	1.00
253	1	1	U1	0.00	white				390295	CONESTOGA_HIGH_SCHOOL	690.0	550.0		yes	237.7005300949610000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1240		1240	0.00	1.00
254	0	1	U4	0.00	white				391005	DEVON_PREPARATORY_SCHOO	600.0	660.0		yes	239.5619277333520000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1260		1260	0.00	1.00
267	0	1	RL	0.00	black				332780	LAWRENCE_HIGH_SCHOOL	620.0	730.0		yes	328.2308383531230000	NY	0	0.00	0.00	0.00	0.00	0.00	0.00	1350		1350	0.00	0.00
268	0	0		0.00	white	39.0	201	1/5	335765	WANTAGH_HIGH_SCHOOL	600.0	540.0		no	338.9562228703920000	NY	0	0.00	0.00	0.00	0.00	0.00	0.00	1140		1140	0.00	0.00
269	0	0		1.00	white	54.0	315	1/5	391670	PENN_TRAFFORD_HIGH_SCHO	580.0	490.0		no	14.8914249117309000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1070		1070	0.00	1.00
270	1	0		1.00	white	51.0	408	1/5	395327	WILLIAMSPORT_AREA_HIGH	460.0	450.0	19.0	no	163.2580342847810000	PA	1	1.00	0.00	0.00	0.00	0.00	0.00	910	910	910	0.00	1.00
273	0	1	U1	1.00	Asian				393695	ELLIS_SCHOOL	600.0	650.0		yes	1.7545982345399600	PA	1	0.00	0.00	0.00	0.00	0.00	1.00	1250		1250	0.00	1.00
274	0	0		0.00	white	118.0	309	2/5	390930	DALLASTOWN_AREA_HIGH_SC	730.0	530.0		no	174.6301281284310000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1260		1260	0.00	1.00
276	0	0		0.00	white	58.0	139	3/5	391275	CATHEDRAL_PREPARATORY_S	480.0	550.0		no	113.0800516272930000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1030		1030	0.00	1.00
278	1	0		0.00	white				311260	HUN_SCHOOL_OF_PRINCETON	620.0	610.0		no	271.0743839753350000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1230		1230	0.00	1.00
281	0	0		0.00	white	62.0	175	2/5	392005	KENNETT_HIGH_SCHOOL	530.0	610.0		no	228.5706308961680000	PA	1	0.00	0.00	0.00	1.00	0.00	0.00	1140		1140	0.00	1.00
284	0	0		1.00	black	59.0	157	2/5	393342	G_W_CARVER_HIGH_SCH_ENG	490.0	490.0		no	252.0269901632590000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	980		980	0.00	1.00
293	1	0		0.00	white	90.0	480	1/5	390000	ABINGTON_HIGH_SCHOOL	660.0	620.0		no	255.5220593996910000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1280		1280	0.00	1.00
294	0	0		0.00	white	186.0	713	2/5	392145	NESHAMINY_HIGH_SCHOOL	520.0	480.0		no	268.2920349270730000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1000		1000	0.00	1.00
306	0	0		1.00	white	54.0	240	2/5	395035	WARREN_AREA_HIGH_SCHOOL	600.0	510.0		no	105.7608834765660000	PA	2	1.00	1.00	0.00	0.00	0.00	0.00	1110		1110	0.00	1.00
312	0	0		0.00	white	60.0	234	2/5	393658	CHARTIERS_VALLEY_HIGH_S	630.0	520.0		no	5.4107491933566400	PA	1	0.00	0.00	1.00	0.00	0.00	0.00	1150		1150	0.00	1.00
314	0	1	RL	1.00	black				471396	POTOMAC_SCHOOL	560.0	650.0		no	187.1635887310360000	DC	0	0.00	0.00	0.00	0.00	0.00	0.00	1210		1210	0.00	0.00
316	0	1	U2	1.00	Asian	12.0	199	1/10	390875	CORRY_AREA_HIGH_SCHOOL	650.0	620.0	24.0	yes	103.4620813593700000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1270	1110	1270	0.00	1.00
317	0	0		1.00	white	42.0	219	1/5	390070	AMBRIDGE_AREA_HIGH_SCHO	550.0	590.0		no	18.7589162004430000	PA	1	0.00	0.00	0.00	1.00	0.00	0.00	1140		1140	0.00	1.00
324	0	0		0.00	white	27.0	255	1/10	393648	BRASHEAR_HIGH_SCHOOL	490.0	510.0	22.0	no	3.1324840391709700	PA	1	0.00	0.00	0.00	0.00	0.00	1.00	1000	1030	1030	0.00	1.00
327	0	0		0.00	black	84.0	276	2/5	394442	SCRANTON_HIGH_SCHOOL	570.0	510.0		no	235.1403180958890000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1080		1080	0.00	1.00
329	0	0		0.00	white	105.0	277	2/5	394950	LAUREL_HIGHLANDS_SR_HIG	500.0	470.0		no	40.1419990162524000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	970		970	0.00	1.00
330	0	1	U1	0.00	white	10.0	154	1/10	391810	STEEL_VALLEY_SR_HIGH_SC	630.0	570.0		no	4.3293749035595300	PA	2	0.00	1.00	0.00	0.00	0.00	1.00	1200		1200	0.00	1.00
332	0	0		0.00	white	127.0	295	3/5	395032	ARCHBISHOP_WOOD_HIGH_SC	640.0	480.0		no	254.3130911760230000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1120		1120	0.00	1.00
334	0	0		0.00	white	55.0	218	2/5	393075	WEST_ALLEGHENY_SR_HIGH	570.0	460.0		no	13.1075959075436000	PA	1	0.00	0.00	0.00	0.00	0.00	1.00	1030		1030	0.00	1.00
337	1	0		1.00	white	74.0	306	2/5	391795	HOLLIDAYSBURG_AREA_SR_H	520.0	510.0		no	83.4826264706037000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1030		1030	0.00	1.00
340	0	0		1.00	white				394133	RADNOR_HIGH_SCHOOL	550.0	510.0	21.0	no	245.9193909284000000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1060	990	1060	0.00	1.00
342	1	0		1.00	white	98.0	476	1/5	310752	MARLBORO_HIGH_SCHOOL	510.0	500.0		no	299.9160666137150000	NJ	0	0.00	0.00	0.00	0.00	0.00	0.00	1010		1010	0.00	0.00
344	0	0		1.00	white	118.0	380	2/5	395170	B_REED_HENDERSON_HIGH_S	620.0	510.0		no	233.2487987417140000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1130		1130	0.00	1.00
345	0	0		0.00	white	42.0	295	1/5	391053	DUBOIS_AREA_SENIOR_HIGH	580.0	460.0		no	70.0673125748535000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1040		1040	0.00	1.00
351	0	1	U2	0.00	Asian				391470	MINING_AND_MECHANICAL_I	730.0	630.0		yes	211.5491354657500000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1360		1360	0.00	1.00
352	0	0		0.00	white	141.0	355	2/5	391705	HAVERFORD_TOWNSHIP_SR_H	590.0	600.0		no	247.3883855196830000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1190		1190	0.00	1.00
356	1	0		1.00	white	92.0	762	1/5	390055	ALTOONA_AREA_SR_HIGH_SC	600.0	550.0		no	82.3979373073774000	PA	2	1.00	0.00	1.00	0.00	0.00	0.00	1150		1150	0.00	1.00
357	0	1	U4	0.00	black				OSHIGH	OUT_OF_STATE_HIGH_SCHOO	570.0	550.0		no	187.6456860292980000	DC	0	0.00	0.00	0.00	0.00	0.00	0.00	1120		1120	0.00	0.00
359	1	1	U2	0.00	white	3.0	61	1/10	392700	MONESSEN_HIGH_SCHOOL	730.0	600.0		yes	20.4965404480338000	PA	1	1.00	0.00	0.00	0.00	0.00	0.00	1330		1330	0.00	1.00
367	0	1	U2	0.00	white	13.0	93	1/5	394325	ELK_COUNTY_CHRISTIAN_HI	620.0	690.0	26.0	yes	100.1269969213540000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1310	1190	1310	0.00	1.00
369	0	0		1.00	white				333325	CLARKSTOWN_HIGH_SCHOOL	580.0	510.0		no	315.7128056532160000	NY	0	0.00	0.00	0.00	0.00	0.00	0.00	1090		1090	0.00	0.00
373	0	0		1.00	white	16.0	247	1/10	393680	KEYSTONE_OAKS_HIGH_SCHO	640.0	510.0		no	5.2582014116766400	PA	1	0.00	0.00	1.00	0.00	0.00	0.00	1150		1150	0.00	1.00
376	0	0		0.00	white	196.0	441	3/5	392545	CUMBERLAND_VALLEY_HIGH	580.0	430.0		no	146.2203201301400000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1010		1010	0.00	1.00
387	0	1	U4	1.00	Asian				111152	DUNWOODY_HIGH_SCHOOL	640.0	630.0		yes	509.6130730321130000	GA	0	0.00	0.00	0.00	0.00	0.00	0.00	1270		1270	0.00	0.00
389	1	1	2C	1.00	Hispanic	91.0	388	2/5	332495	WALT_WHITMAN_HIGH_SCHOO	580.0	520.0	26.0	no	346.2607102316270000	NY	0	0.00	0.00	0.00	0.00	0.00	0.00	1100	1190	1190	0.00	0.00
392	0	1	U2	1.00	white	11.0	174	1/10	391745	SAUCON_VALLEY_SR_HIGH_S	690.0	620.0		yes	240.7166523353580000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1310		1310	0.00	1.00
